solvent_chem_id	solute_chem_id	solvent_name	solute_name	solute_smiles	solvent_smiles	DHFUS_kj_mol	Tmelt_C	solubility_g_100g	solubility_g_100g_log	solubility_mass_fraction	solubility_mole_frac	cosmo_solubility_g_100g	cosmo_solubility_g_100g_log	cosmo_solubility_mass_frac	cosmo_solubility_mole_frac	delta_g_100g	delta_g_100g_log	delta_mass_frac	delta_mole_frac	apol	ast_fraglike	ast_fraglike_ext	ast_violation	ast_violation_ext	a_acc	a_acid	a_aro	a_base	a_count	a_don	a_donacc	a_heavy	a_hyd	a_IC	a_ICM	a_nB	a_nBr	a_nC	a_nCl	a_nF	a_nH	a_nI	a_nN	a_nO	a_nP	a_nS	balabanJ	BCUT_PEOE_0	BCUT_PEOE_1	BCUT_PEOE_2	BCUT_PEOE_3	BCUT_SLOGP_0	BCUT_SLOGP_1	BCUT_SLOGP_2	BCUT_SLOGP_3	BCUT_SMR_0	BCUT_SMR_1	BCUT_SMR_2	BCUT_SMR_3	bpol	b_1rotN	b_1rotR	b_ar	b_count	b_double	b_heavy	b_max1len	b_rotN	b_rotR	b_single	b_triple	chi0	chi0v	chi0v_C	chi0_C	chi1	chi1v	chi1v_C	chi1_C	chiral	chiral_u	density	diameter	FCharge	GCUT_PEOE_0	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_PEOE_3	GCUT_SLOGP_0	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SLOGP_3	GCUT_SMR_0	GCUT_SMR_1	GCUT_SMR_2	GCUT_SMR_3	h_ema	h_emd	h_emd_C	h_logD	h_logP	h_logS	h_log_dbo	h_log_pbo	h_mr	h_pavgQ	h_pKa	h_pKb	h_pstates	h_pstrain	Kier1	Kier2	Kier3	KierA1	KierA2	KierA3	KierFlex	lip_acc	lip_don	lip_druglike	lip_violation	logP(o/w)	logS	mr	mutagenic	nmol	opr_brigid	opr_leadlike	opr_nring	opr_nrot	opr_violation	PC+	PC-	PEOE_PC+	PEOE_PC-	PEOE_RPC+	PEOE_RPC-	PEOE_VSA+0	PEOE_VSA+1	PEOE_VSA+2	PEOE_VSA+3	PEOE_VSA+4	PEOE_VSA+5	PEOE_VSA+6	PEOE_VSA-0	PEOE_VSA-1	PEOE_VSA-2	PEOE_VSA-3	PEOE_VSA-4	PEOE_VSA-5	PEOE_VSA-6	PEOE_VSA_FHYD	PEOE_VSA_FNEG	PEOE_VSA_FPNEG	PEOE_VSA_FPOL	PEOE_VSA_FPOS	PEOE_VSA_FPPOS	PEOE_VSA_HYD	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_POS	PEOE_VSA_PPOS	petitjean	petitjeanSC	Q_PC+	Q_PC-	Q_RPC+	Q_RPC-	Q_VSA_FHYD	Q_VSA_FNEG	Q_VSA_FPNEG	Q_VSA_FPOL	Q_VSA_FPOS	Q_VSA_FPPOS	Q_VSA_HYD	Q_VSA_NEG	Q_VSA_PNEG	Q_VSA_POL	Q_VSA_POS	Q_VSA_PPOS	radius	reactive	rings	RPC+	RPC-	rsynth	SlogP	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	SMR	SMR_VSA0	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	TPSA	VAdjEq	VAdjMa	VDistEq	VDistMa	vdw_area	vdw_vol	vsa_acc	vsa_acid	vsa_base	vsa_don	vsa_hyd	vsa_other	vsa_pol	Weight	weinerPath	weinerPol	zagreb
19	196	2-Propanol	"3,4-dimethoxybenzoic acid"	O=C(O)c1cc(OC)c(OC)cc1	OC(C)C	29.620001	180	1.92187	0.28372401	0.018856309	0.0063000098	5.678843	0.75425982	0.0537	0.0184	3.7569728	0.47053584	0.034880489	0.01208911	25.715931	0	0	1	1	4	0	6	0	23	2	6	13	8	34.29332	1.4910139	0	0	9	0	0	10	0	0	4	0	0	2.5010693	-2.2908294	-0.60511011	0.54704511	2.2654946	-2.283138	-0.53320575	0.61538476	2.4191864	-2.0101311	-0.37127101	0.73496652	2.5527654	15.72207	3	0.23076923	6	23	1	13	1	3	0.23076923	16	0	9.8449354	7.4040093	5.7320509	6.4307213	6.1850705	3.6405096	1.9880339	2.7996597	0	0	0.85098189	7	0	-0.78350854	-0.4598358	-0.0034927542	2.1576238	-0.89002937	-0.36957306	0.12520614	2.2930176	-0.48455605	-0.21161219	0.1434992	2.4313862	4.1190777	7.1660013	4.3519211	0.92142689	1.2317979	-1.6975152	0	4.5889688	4.7467003	-0.99460626	4.7342396	14	1.0341172	3.1134791	11.076923	5.0242214	2.7210884	8.4107523	3.7183318	1.9702157	2.4056897	4	1	1	0	1.28174	-1.45504	4.7110114	0	1	6	1	1	3	0	0	0	1.0523275	-1.0523275	0.30818495	0.30951992	47.425484	2.2085397	16.917038	71.316856	0	0	14.708499	0	0	13.566921	0	0	13.566921	5.0075121	0.81981736	0.1740025	0.10055574	0.18018262	0.82599753	0.079626873	151.43484	32.141354	18.574432	33.282932	152.57642	14.708499	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	184.71777	0	0	0	184.71777	0	4	0	1	0	0	0.15384616	1.402	21.999775	7.7454643	0	25.385227	27.047791	70.767738	0	52.929554	0	10.486856	4.6505299	23.862217	21.999775	25.385227	13.672431	0	52.929554	7.7454643	70.767738	55.759998	0.6193822	4.7004399	2.5919001	7.1013494	184.71777	202.23109	5.0075121	0	0	0	137.86792	14.708499	32.141354	182.175	246	18	60
55	196	Ethanol	"3,4-dimethoxybenzoic acid"	O=C(O)c1cc(OC)c(OC)cc1	OCC	29.620001	180	2.94802	0.46953043	0.028635999	0.0073999902	7.4155655	0.87014431	0.068999998	0.0184	4.4675455	0.40061387	0.040400229	0.01100782	25.715931	0	0	1	1	4	0	6	0	23	2	6	13	8	34.29332	1.4910139	0	0	9	0	0	10	0	0	4	0	0	2.5010693	-2.2908294	-0.60511011	0.54704511	2.2654946	-2.283138	-0.53320575	0.61538476	2.4191864	-2.0101311	-0.37127101	0.73496652	2.5527654	15.72207	3	0.23076923	6	23	1	13	1	3	0.23076923	16	0	9.8449354	7.4040093	5.7320509	6.4307213	6.1850705	3.6405096	1.9880339	2.7996597	0	0	0.85098189	7	0	-0.78350854	-0.4598358	-0.0034927542	2.1576238	-0.89002937	-0.36957306	0.12520614	2.2930176	-0.48455605	-0.21161219	0.1434992	2.4313862	4.1190777	7.1660013	4.3519211	0.92142689	1.2317979	-1.6975152	0	4.5889688	4.7467003	-0.99460626	4.7342396	14	1.0341172	3.1134791	11.076923	5.0242214	2.7210884	8.4107523	3.7183318	1.9702157	2.4056897	4	1	1	0	1.28174	-1.45504	4.7110114	0	1	6	1	1	3	0	0	0	1.0523275	-1.0523275	0.30818495	0.30951992	47.425484	2.2085397	16.917038	71.316856	0	0	14.708499	0	0	13.566921	0	0	13.566921	5.0075121	0.81981736	0.1740025	0.10055574	0.18018262	0.82599753	0.079626873	151.43484	32.141354	18.574432	33.282932	152.57642	14.708499	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	184.71777	0	0	0	184.71777	0	4	0	1	0	0	0.15384616	1.402	21.999775	7.7454643	0	25.385227	27.047791	70.767738	0	52.929554	0	10.486856	4.6505299	23.862217	21.999775	25.385227	13.672431	0	52.929554	7.7454643	70.767738	55.759998	0.6193822	4.7004399	2.5919001	7.1013494	184.71777	202.23109	5.0075121	0	0	0	137.86792	14.708499	32.141354	182.175	246	18	60
57	196	Ethyl Acetate	"3,4-dimethoxybenzoic acid"	O=C(O)c1cc(OC)c(OC)cc1	O=C(OCC)C	29.620001	180	1.4995	0.17594647	0.01477347	0.0071999999	12.675427	1.1029626	0.11249505	0.057799999	11.175928	0.92701614	0.097721577	0.050562669	25.715931	0	0	1	1	4	0	6	0	23	2	6	13	8	34.29332	1.4910139	0	0	9	0	0	10	0	0	4	0	0	2.5010693	-2.2908294	-0.60511011	0.54704511	2.2654946	-2.283138	-0.53320575	0.61538476	2.4191864	-2.0101311	-0.37127101	0.73496652	2.5527654	15.72207	3	0.23076923	6	23	1	13	1	3	0.23076923	16	0	9.8449354	7.4040093	5.7320509	6.4307213	6.1850705	3.6405096	1.9880339	2.7996597	0	0	0.85098189	7	0	-0.78350854	-0.4598358	-0.0034927542	2.1576238	-0.89002937	-0.36957306	0.12520614	2.2930176	-0.48455605	-0.21161219	0.1434992	2.4313862	4.1190777	7.1660013	4.3519211	0.92142689	1.2317979	-1.6975152	0	4.5889688	4.7467003	-0.99460626	4.7342396	14	1.0341172	3.1134791	11.076923	5.0242214	2.7210884	8.4107523	3.7183318	1.9702157	2.4056897	4	1	1	0	1.28174	-1.45504	4.7110114	0	1	6	1	1	3	0	0	0	1.0523275	-1.0523275	0.30818495	0.30951992	47.425484	2.2085397	16.917038	71.316856	0	0	14.708499	0	0	13.566921	0	0	13.566921	5.0075121	0.81981736	0.1740025	0.10055574	0.18018262	0.82599753	0.079626873	151.43484	32.141354	18.574432	33.282932	152.57642	14.708499	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	184.71777	0	0	0	184.71777	0	4	0	1	0	0	0.15384616	1.402	21.999775	7.7454643	0	25.385227	27.047791	70.767738	0	52.929554	0	10.486856	4.6505299	23.862217	21.999775	25.385227	13.672431	0	52.929554	7.7454643	70.767738	55.759998	0.6193822	4.7004399	2.5919001	7.1013494	184.71777	202.23109	5.0075121	0	0	0	137.86792	14.708499	32.141354	182.175	246	18	60
9	196	1-Butanol	"3,4-dimethoxybenzoic acid"	O=C(O)c1cc(OC)c(OC)cc1	OCCCC	29.620001	179.97	1.4089299	0.14888942	0.01389355	0.0057000001	3.2698839	0.51453233	0.0317	0.0131	1.8609539	0.36564291	0.017769931	0.0074298698	25.715931	0	0	1	1	4	0	6	0	23	2	6	13	8	34.29332	1.4910139	0	0	9	0	0	10	0	0	4	0	0	2.5010693	-2.2908294	-0.60511011	0.54704511	2.2654946	-2.283138	-0.53320575	0.61538476	2.4191864	-2.0101311	-0.37127101	0.73496652	2.5527654	15.72207	3	0.23076923	6	23	1	13	1	3	0.23076923	16	0	9.8449354	7.4040093	5.7320509	6.4307213	6.1850705	3.6405096	1.9880339	2.7996597	0	0	0.85098189	7	0	-0.78350854	-0.4598358	-0.0034927542	2.1576238	-0.89002937	-0.36957306	0.12520614	2.2930176	-0.48455605	-0.21161219	0.1434992	2.4313862	4.1190777	7.1660013	4.3519211	0.92142689	1.2317979	-1.6975152	0	4.5889688	4.7467003	-0.99460626	4.7342396	14	1.0341172	3.1134791	11.076923	5.0242214	2.7210884	8.4107523	3.7183318	1.9702157	2.4056897	4	1	1	0	1.28174	-1.45504	4.7110114	0	1	6	1	1	3	0	0	0	1.0523275	-1.0523275	0.30818495	0.30951992	47.425484	2.2085397	16.917038	71.316856	0	0	14.708499	0	0	13.566921	0	0	13.566921	5.0075121	0.81981736	0.1740025	0.10055574	0.18018262	0.82599753	0.079626873	151.43484	32.141354	18.574432	33.282932	152.57642	14.708499	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	184.71777	0	0	0	184.71777	0	4	0	1	0	0	0.15384616	1.402	21.999775	7.7454643	0	25.385227	27.047791	70.767738	0	52.929554	0	10.486856	4.6505299	23.862217	21.999775	25.385227	13.672431	0	52.929554	7.7454643	70.767738	55.759998	0.6193822	4.7004399	2.5919001	7.1013494	184.71777	202.23109	5.0075121	0	0	0	137.86792	14.708499	32.141354	182.175	246	18	60
111	196	2-Methyl-1-Propanol	"3,4-dimethoxybenzoic acid"	O=C(O)c1cc(OC)c(OC)cc1	OCC(C)C	29.620001	179.97	1.0118099	0.0050989669	0.01001675	0.0040999898	3.0280702	0.48116595	0.0294	0.0122	2.0162601	0.47606698	0.019373979	0.0080707204	25.715931	0	0	1	1	4	0	6	0	23	2	6	13	8	34.29332	1.4910139	0	0	9	0	0	10	0	0	4	0	0	2.5010693	-2.2908294	-0.60511011	0.54704511	2.2654946	-2.283138	-0.53320575	0.61538476	2.4191864	-2.0101311	-0.37127101	0.73496652	2.5527654	15.72207	3	0.23076923	6	23	1	13	1	3	0.23076923	16	0	9.8449354	7.4040093	5.7320509	6.4307213	6.1850705	3.6405096	1.9880339	2.7996597	0	0	0.85098189	7	0	-0.78350854	-0.4598358	-0.0034927542	2.1576238	-0.89002937	-0.36957306	0.12520614	2.2930176	-0.48455605	-0.21161219	0.1434992	2.4313862	4.1190777	7.1660013	4.3519211	0.92142689	1.2317979	-1.6975152	0	4.5889688	4.7467003	-0.99460626	4.7342396	14	1.0341172	3.1134791	11.076923	5.0242214	2.7210884	8.4107523	3.7183318	1.9702157	2.4056897	4	1	1	0	1.28174	-1.45504	4.7110114	0	1	6	1	1	3	0	0	0	1.0523275	-1.0523275	0.30818495	0.30951992	47.425484	2.2085397	16.917038	71.316856	0	0	14.708499	0	0	13.566921	0	0	13.566921	5.0075121	0.81981736	0.1740025	0.10055574	0.18018262	0.82599753	0.079626873	151.43484	32.141354	18.574432	33.282932	152.57642	14.708499	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	184.71777	0	0	0	184.71777	0	4	0	1	0	0	0.15384616	1.402	21.999775	7.7454643	0	25.385227	27.047791	70.767738	0	52.929554	0	10.486856	4.6505299	23.862217	21.999775	25.385227	13.672431	0	52.929554	7.7454643	70.767738	55.759998	0.6193822	4.7004399	2.5919001	7.1013494	184.71777	202.23109	5.0075121	0	0	0	137.86792	14.708499	32.141354	182.175	246	18	60
73	196	Methyl Acetate	"3,4-dimethoxybenzoic acid"	O=C(O)c1cc(OC)c(OC)cc1	O=C(OC)C	29.620001	180	1.98318	0.29736215	0.019446149	0.0079999901	13.566544	1.1324692	0.11945898	0.052299999	11.583364	0.83510709	0.10001283	0.044283349	25.715931	0	0	1	1	4	0	6	0	23	2	6	13	8	34.29332	1.4910139	0	0	9	0	0	10	0	0	4	0	0	2.5010693	-2.2908294	-0.60511011	0.54704511	2.2654946	-2.283138	-0.53320575	0.61538476	2.4191864	-2.0101311	-0.37127101	0.73496652	2.5527654	15.72207	3	0.23076923	6	23	1	13	1	3	0.23076923	16	0	9.8449354	7.4040093	5.7320509	6.4307213	6.1850705	3.6405096	1.9880339	2.7996597	0	0	0.85098189	7	0	-0.78350854	-0.4598358	-0.0034927542	2.1576238	-0.89002937	-0.36957306	0.12520614	2.2930176	-0.48455605	-0.21161219	0.1434992	2.4313862	4.1190777	7.1660013	4.3519211	0.92142689	1.2317979	-1.6975152	0	4.5889688	4.7467003	-0.99460626	4.7342396	14	1.0341172	3.1134791	11.076923	5.0242214	2.7210884	8.4107523	3.7183318	1.9702157	2.4056897	4	1	1	0	1.28174	-1.45504	4.7110114	0	1	6	1	1	3	0	0	0	1.0523275	-1.0523275	0.30818495	0.30951992	47.425484	2.2085397	16.917038	71.316856	0	0	14.708499	0	0	13.566921	0	0	13.566921	5.0075121	0.81981736	0.1740025	0.10055574	0.18018262	0.82599753	0.079626873	151.43484	32.141354	18.574432	33.282932	152.57642	14.708499	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	184.71777	0	0	0	184.71777	0	4	0	1	0	0	0.15384616	1.402	21.999775	7.7454643	0	25.385227	27.047791	70.767738	0	52.929554	0	10.486856	4.6505299	23.862217	21.999775	25.385227	13.672431	0	52.929554	7.7454643	70.767738	55.759998	0.6193822	4.7004399	2.5919001	7.1013494	184.71777	202.23109	5.0075121	0	0	0	137.86792	14.708499	32.141354	182.175	246	18	60
77	196	2-Butanone	"3,4-dimethoxybenzoic acid"	O=C(O)c1cc(OC)c(OC)cc1	O=C(CC)C	29.620001	180	3.0685401	0.4869318	0.02977184	0.01200001	19.394064	1.2876688	0.16243742	0.0713	16.325523	0.80073702	0.13266557	0.059291989	25.715931	0	0	1	1	4	0	6	0	23	2	6	13	8	34.29332	1.4910139	0	0	9	0	0	10	0	0	4	0	0	2.5010693	-2.2908294	-0.60511011	0.54704511	2.2654946	-2.283138	-0.53320575	0.61538476	2.4191864	-2.0101311	-0.37127101	0.73496652	2.5527654	15.72207	3	0.23076923	6	23	1	13	1	3	0.23076923	16	0	9.8449354	7.4040093	5.7320509	6.4307213	6.1850705	3.6405096	1.9880339	2.7996597	0	0	0.85098189	7	0	-0.78350854	-0.4598358	-0.0034927542	2.1576238	-0.89002937	-0.36957306	0.12520614	2.2930176	-0.48455605	-0.21161219	0.1434992	2.4313862	4.1190777	7.1660013	4.3519211	0.92142689	1.2317979	-1.6975152	0	4.5889688	4.7467003	-0.99460626	4.7342396	14	1.0341172	3.1134791	11.076923	5.0242214	2.7210884	8.4107523	3.7183318	1.9702157	2.4056897	4	1	1	0	1.28174	-1.45504	4.7110114	0	1	6	1	1	3	0	0	0	1.0523275	-1.0523275	0.30818495	0.30951992	47.425484	2.2085397	16.917038	71.316856	0	0	14.708499	0	0	13.566921	0	0	13.566921	5.0075121	0.81981736	0.1740025	0.10055574	0.18018262	0.82599753	0.079626873	151.43484	32.141354	18.574432	33.282932	152.57642	14.708499	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	184.71777	0	0	0	184.71777	0	4	0	1	0	0	0.15384616	1.402	21.999775	7.7454643	0	25.385227	27.047791	70.767738	0	52.929554	0	10.486856	4.6505299	23.862217	21.999775	25.385227	13.672431	0	52.929554	7.7454643	70.767738	55.759998	0.6193822	4.7004399	2.5919001	7.1013494	184.71777	202.23109	5.0075121	0	0	0	137.86792	14.708499	32.141354	182.175	246	18	60
10	184	1-Propanol	"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol"	O[C@@H]([C@@H](O)[C@@H](O)CO)[C@H](O)CO	OCCC	35	92.699997	0.37575001	-0.42510101	0.0037434299	0.00123801	12.826777	1.1081176	0.11368558	0.040600002	12.451028	1.5332186	0.10994215	0.039357759	24.707102	0	0	2	4	6	0	0	0	26	6	12	12	6	37.888912	1.457266	0	0	6	0	0	14	0	0	6	0	0	3.9851644	-2.6422708	-0.70114243	0.76282245	2.7054894	-2.8476448	-0.8765524	0.54888862	2.4906323	-2.4415898	-0.58287549	0.84542644	2.890588	15.304898	5	0.45454547	0	25	0	11	7	5	0.45454547	25	0	9.7236147	6.4068961	3.7236147	3.7236147	5.5401111	3.4817476	1.8164966	1.8164966	4	0	1.0397025	7	0	-0.79548436	-0.43090469	0.21410722	2.3911719	-0.96059406	-0.61478311	-0.0068806033	2.2249088	-0.52603096	-0.2848441	0.24408653	2.5690489	7.5945816	12.040119	3.8218272	-2.0473096	-2.0473096	1.3879782	0	0	3.9767268	0	14	14	1	0	12	5.6122451	3.515625	12	5.6122451	3.515625	5.6122451	6	6	1	1	-3.3900001	1.6247	3.8320489	0	1	0	0	0	5	2	0	0	1.3049232	-1.3049232	0.16666667	0.16666667	0	0	0	0	77.951027	0	0	0	0	0	0	81.401527	0	0	0	0.51082665	0.51082665	1	0.48917338	0.48917338	0	81.401527	81.401527	159.35255	77.951027	77.951027	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	159.35255	0	0	0	159.35255	0	4	0	0	0	0	0	-3.5854001	152.31136	0	25.874598	41.852516	0	0	0	0	0	0	3.81988	0	152.31136	0	25.874598	0	0	41.852516	0	121.38	0.61674827	4.4594316	2.5538447	6.8678312	159.35255	161.64238	0	0	0	0	77.951027	0	81.401527	182.172	206	16	50
23	184	Acetone	"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol"	O[C@@H]([C@@H](O)[C@@H](O)CO)[C@H](O)CO	O=C(C)C	35	92.699997	0.11986	-0.92132574	0.00119717	0.00038198999	12.957563	1.1125233	0.11471178	0.039700001	12.837703	2.033849	0.11351461	0.039290201	24.707102	0	0	2	4	6	0	0	0	26	6	12	12	6	37.888912	1.457266	0	0	6	0	0	14	0	0	6	0	0	3.9851644	-2.6422708	-0.70114243	0.76282245	2.7054894	-2.8476448	-0.8765524	0.54888862	2.4906323	-2.4415898	-0.58287549	0.84542644	2.890588	15.304898	5	0.45454547	0	25	0	11	7	5	0.45454547	25	0	9.7236147	6.4068961	3.7236147	3.7236147	5.5401111	3.4817476	1.8164966	1.8164966	4	0	1.0397025	7	0	-0.79548436	-0.43090469	0.21410722	2.3911719	-0.96059406	-0.61478311	-0.0068806033	2.2249088	-0.52603096	-0.2848441	0.24408653	2.5690489	7.5945816	12.040119	3.8218272	-2.0473096	-2.0473096	1.3879782	0	0	3.9767268	0	14	14	1	0	12	5.6122451	3.515625	12	5.6122451	3.515625	5.6122451	6	6	1	1	-3.3900001	1.6247	3.8320489	0	1	0	0	0	5	2	0	0	1.3049232	-1.3049232	0.16666667	0.16666667	0	0	0	0	77.951027	0	0	0	0	0	0	81.401527	0	0	0	0.51082665	0.51082665	1	0.48917338	0.48917338	0	81.401527	81.401527	159.35255	77.951027	77.951027	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	159.35255	0	0	0	159.35255	0	4	0	0	0	0	0	-3.5854001	152.31136	0	25.874598	41.852516	0	0	0	0	0	0	3.81988	0	152.31136	0	25.874598	0	0	41.852516	0	121.38	0.61674827	4.4594316	2.5538447	6.8678312	159.35255	161.64238	0	0	0	0	77.951027	0	81.401527	182.172	206	16	50
9	184	1-Butanol	"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol"	O[C@@H]([C@@H](O)[C@@H](O)CO)[C@H](O)CO	OCCCC	35	92.699997	0.22015999	-0.65726161	0.0021967599	0.00089498999	5.5984464	0.7480675	0.052999999	0.022299999	5.3782864	1.4053291	0.050819609	0.02137672	24.707102	0	0	2	4	6	0	0	0	26	6	12	12	6	37.888912	1.457266	0	0	6	0	0	14	0	0	6	0	0	3.9851644	-2.6422708	-0.70114243	0.76282245	2.7054894	-2.8476448	-0.8765524	0.54888862	2.4906323	-2.4415898	-0.58287549	0.84542644	2.890588	15.304898	5	0.45454547	0	25	0	11	7	5	0.45454547	25	0	9.7236147	6.4068961	3.7236147	3.7236147	5.5401111	3.4817476	1.8164966	1.8164966	4	0	1.0397025	7	0	-0.79548436	-0.43090469	0.21410722	2.3911719	-0.96059406	-0.61478311	-0.0068806033	2.2249088	-0.52603096	-0.2848441	0.24408653	2.5690489	7.5945816	12.040119	3.8218272	-2.0473096	-2.0473096	1.3879782	0	0	3.9767268	0	14	14	1	0	12	5.6122451	3.515625	12	5.6122451	3.515625	5.6122451	6	6	1	1	-3.3900001	1.6247	3.8320489	0	1	0	0	0	5	2	0	0	1.3049232	-1.3049232	0.16666667	0.16666667	0	0	0	0	77.951027	0	0	0	0	0	0	81.401527	0	0	0	0.51082665	0.51082665	1	0.48917338	0.48917338	0	81.401527	81.401527	159.35255	77.951027	77.951027	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	159.35255	0	0	0	159.35255	0	4	0	0	0	0	0	-3.5854001	152.31136	0	25.874598	41.852516	0	0	0	0	0	0	3.81988	0	152.31136	0	25.874598	0	0	41.852516	0	121.38	0.61674827	4.4594316	2.5538447	6.8678312	159.35255	161.64238	0	0	0	0	77.951027	0	81.401527	182.172	206	16	50
24	184	Acetonitrile	"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol"	O[C@@H]([C@@H](O)[C@@H](O)CO)[C@H](O)CO	N#CC	35	92.699997	0.092299998	-1.0347042	0.00092234998	0.000208	5.4968734	0.74011576	0.052099999	0.0122	5.4045534	1.77482	0.051182259	0.01202761	24.707102	0	0	2	4	6	0	0	0	26	6	12	12	6	37.888912	1.457266	0	0	6	0	0	14	0	0	6	0	0	3.9851644	-2.6422708	-0.70114243	0.76282245	2.7054894	-2.8476448	-0.8765524	0.54888862	2.4906323	-2.4415898	-0.58287549	0.84542644	2.890588	15.304898	5	0.45454547	0	25	0	11	7	5	0.45454547	25	0	9.7236147	6.4068961	3.7236147	3.7236147	5.5401111	3.4817476	1.8164966	1.8164966	4	0	1.0397025	7	0	-0.79548436	-0.43090469	0.21410722	2.3911719	-0.96059406	-0.61478311	-0.0068806033	2.2249088	-0.52603096	-0.2848441	0.24408653	2.5690489	7.5945816	12.040119	3.8218272	-2.0473096	-2.0473096	1.3879782	0	0	3.9767268	0	14	14	1	0	12	5.6122451	3.515625	12	5.6122451	3.515625	5.6122451	6	6	1	1	-3.3900001	1.6247	3.8320489	0	1	0	0	0	5	2	0	0	1.3049232	-1.3049232	0.16666667	0.16666667	0	0	0	0	77.951027	0	0	0	0	0	0	81.401527	0	0	0	0.51082665	0.51082665	1	0.48917338	0.48917338	0	81.401527	81.401527	159.35255	77.951027	77.951027	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	159.35255	0	0	0	159.35255	0	4	0	0	0	0	0	-3.5854001	152.31136	0	25.874598	41.852516	0	0	0	0	0	0	3.81988	0	152.31136	0	25.874598	0	0	41.852516	0	121.38	0.61674827	4.4594316	2.5538447	6.8678312	159.35255	161.64238	0	0	0	0	77.951027	0	81.401527	182.172	206	16	50
72	184	Methanol	"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol"	O[C@@H]([C@@H](O)[C@@H](O)CO)[C@H](O)CO	OC	35	92.699997	3.34724	0.52468687	0.032388289	0.0058530001	68.851608	1.8379141	0.40776402	0.10802131	65.504372	1.3132273	0.37537572	0.10216831	24.707102	0	0	2	4	6	0	0	0	26	6	12	12	6	37.888912	1.457266	0	0	6	0	0	14	0	0	6	0	0	3.9851644	-2.6422708	-0.70114243	0.76282245	2.7054894	-2.8476448	-0.8765524	0.54888862	2.4906323	-2.4415898	-0.58287549	0.84542644	2.890588	15.304898	5	0.45454547	0	25	0	11	7	5	0.45454547	25	0	9.7236147	6.4068961	3.7236147	3.7236147	5.5401111	3.4817476	1.8164966	1.8164966	4	0	1.0397025	7	0	-0.79548436	-0.43090469	0.21410722	2.3911719	-0.96059406	-0.61478311	-0.0068806033	2.2249088	-0.52603096	-0.2848441	0.24408653	2.5690489	7.5945816	12.040119	3.8218272	-2.0473096	-2.0473096	1.3879782	0	0	3.9767268	0	14	14	1	0	12	5.6122451	3.515625	12	5.6122451	3.515625	5.6122451	6	6	1	1	-3.3900001	1.6247	3.8320489	0	1	0	0	0	5	2	0	0	1.3049232	-1.3049232	0.16666667	0.16666667	0	0	0	0	77.951027	0	0	0	0	0	0	81.401527	0	0	0	0.51082665	0.51082665	1	0.48917338	0.48917338	0	81.401527	81.401527	159.35255	77.951027	77.951027	0.42857143	0.75	0	0	0	0	1	0	0	0	1	0	159.35255	0	0	0	159.35255	0	4	0	0	0	0	0	-3.5854001	152.31136	0	25.874598	41.852516	0	0	0	0	0	0	3.81988	0	152.31136	0	25.874598	0	0	41.852516	0	121.38	0.61674827	4.4594316	2.5538447	6.8678312	159.35255	161.64238	0	0	0	0	77.951027	0	81.401527	182.172	206	16	50
